Age,Attrition,BusinessTravel,Daily Rate,Department,Distance From Home,Education,Education Field,EmployeeNumber,Environment Satisfaction,Gender,Hourly Rate,Job Involvement,Job Level,JobRole,Job Satisfaction,Marital Status,Monthly Income,Monthly Rate,Num Companies Worked,Overtime,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Training Times Last Year,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Current Manager
42,No,Travel Rarely,810,Research & Development,23,Doctor,Life Sciences,468,Low,Female,44,High,4,Research Director,Very High,Single,15992,15901,2.0,No Overtime,14,3,Medium,0,16.0,2,High,1,0.0,0.0,0.0
29,No,No Travel,746,Sales,2,Bachelor,Life Sciences,469,Very High,Male,61,High,2,Sales Executive,High,Married,4649,16928,1.0,No Overtime,14,3,Low,1,4.0,3,Medium,4,3.0,0.0,2.0
42,No,Travel Rarely,544,Human Resources,2,Below College,Technical Degree,470,High,Male,52,High,1,Human Resources,High,Divorced,2696,24017,0.0,Overtime,11,3,High,1,4.0,5,High,3,2.0,1.0,0.0
32,No,Travel Rarely,1062,Research & Development,2,Bachelor,Medical,471,High,Female,75,High,1,Laboratory Technician,Medium,Married,2370,3956,1.0,No Overtime,13,3,High,1,8.0,4,High,8,0.0,0.0,7.0
48,No,Travel Rarely,530,Sales,29,Below College,Medical,473,Low,Female,91,High,3,Manager,High,Married,12504,23978,3.0,No Overtime,21,4,Medium,1,15.0,3,Low,0,0.0,0.0,0.0
37,No,Travel Rarely,1319,Research & Development,6,Bachelor,Medical,474,High,Male,51,Very High,2,Research Scientist,Low,Divorced,5974,17001,4.0,Overtime,13,3,Low,2,13.0,2,High,7,7.0,6.0,7.0
30,No,No Travel,641,Sales,25,College,Technical Degree,475,Very High,Female,85,High,2,Sales Executive,High,Married,4736,6069,7.0,Overtime,12,3,Medium,1,4.0,2,Very High,2,2.0,2.0,2.0
26,No,Travel Rarely,933,Sales,1,Bachelor,Life Sciences,476,High,Male,57,High,2,Sales Executive,High,Married,5296,20156,1.0,No Overtime,17,3,Medium,1,8.0,3,High,8,7.0,7.0,7.0
42,No,Travel Rarely,1332,Research & Development,2,Master,Other,477,Low,Male,98,Medium,2,Healthcare Representative,Very High,Single,6781,17078,3.0,No Overtime,23,4,Medium,0,14.0,6,High,1,0.0,0.0,0.0
21,Yes,Travel Frequently,756,Sales,1,Below College,Technical Degree,478,Low,Female,99,Medium,1,Sales Representative,Medium,Single,2174,9150,1.0,Overtime,11,3,High,0,3.0,3,High,3,2.0,1.0,2.0
36,No,No Travel,845,Sales,1,Doctor,Medical,479,Very High,Female,45,High,2,Sales Executive,Very High,Single,6653,15276,4.0,No Overtime,15,3,Medium,0,7.0,6,High,1,0.0,0.0,0.0
36,No,Travel Frequently,541,Sales,3,Master,Medical,481,Low,Male,48,Medium,3,Sales Executive,Very High,Married,9699,7246,4.0,No Overtime,11,3,Low,1,16.0,2,High,13,9.0,1.0,12.0
57,No,Travel Rarely,593,Research & Development,1,Master,Medical,482,Very High,Male,88,High,2,Healthcare Representative,High,Married,6755,2967,2.0,No Overtime,11,3,High,0,15.0,2,High,3,2.0,1.0,2.0
40,No,Travel Rarely,1171,Research & Development,10,Master,Life Sciences,483,Very High,Female,46,Very High,1,Laboratory Technician,High,Married,2213,22495,3.0,Overtime,13,3,High,1,10.0,3,High,7,7.0,1.0,7.0
21,No,No Travel,895,Sales,9,College,Medical,484,Low,Male,39,High,1,Sales Representative,Very High,Single,2610,2851,1.0,No Overtime,24,4,High,0,3.0,3,Medium,3,2.0,2.0,2.0
33,Yes,Travel Rarely,350,Sales,5,Bachelor,Marketing,485,Very High,Female,34,High,1,Sales Representative,High,Single,2851,9150,1.0,Overtime,13,3,Medium,0,1.0,2,High,1,0.0,0.0,0.0
37,No,Travel Rarely,921,Research & Development,10,Bachelor,Medical,486,High,Female,98,High,1,Laboratory Technician,Low,Married,3452,17663,6.0,No Overtime,20,4,Medium,1,17.0,3,High,5,4.0,0.0,3.0
46,No,No Travel,1144,Research & Development,7,Master,Medical,487,High,Female,30,High,2,Manufacturing Director,High,Married,5258,16044,2.0,No Overtime,14,3,High,0,7.0,2,Very High,1,0.0,0.0,0.0
41,Yes,Travel Frequently,143,Sales,4,Bachelor,Marketing,488,Low,Male,56,High,2,Sales Executive,Medium,Single,9355,9558,1.0,No Overtime,18,3,High,0,8.0,5,High,8,7.0,7.0,7.0
50,No,Travel Rarely,1046,Research & Development,10,Bachelor,Technical Degree,491,Very High,Male,100,Medium,3,Healthcare Representative,Very High,Single,10496,2755,6.0,No Overtime,15,3,Very High,0,20.0,2,High,4,3.0,1.0,3.0
40,Yes,Travel Rarely,575,Sales,22,College,Marketing,492,High,Male,68,Medium,2,Sales Executive,High,Married,6380,6110,2.0,Overtime,12,3,Low,2,8.0,6,High,6,4.0,1.0,0.0
31,No,Travel Rarely,408,Research & Development,9,Master,Life Sciences,493,High,Male,42,Medium,1,Research Scientist,Medium,Single,2657,7551,0.0,Overtime,16,3,Very High,0,3.0,5,High,2,2.0,2.0,2.0
21,Yes,Travel Rarely,156,Sales,12,Bachelor,Life Sciences,494,High,Female,90,Very High,1,Sales Representative,Medium,Single,2716,25422,1.0,No Overtime,15,3,Very High,0,1.0,0,High,1,0.0,0.0,0.0
29,No,Travel Rarely,1283,Research & Development,23,Bachelor,Life Sciences,495,Very High,Male,54,High,1,Research Scientist,Very High,Single,2201,18168,8.5,No Overtime,16,3,Very High,0,6.0,4,High,3,2.0,1.0,2.0
35,No,Travel Rarely,755,Research & Development,9,Master,Life Sciences,496,High,Male,97,Medium,2,Healthcare Representative,Medium,Single,6540,19394,8.5,No Overtime,19,3,High,0,10.0,5,High,1,1.0,0.0,0.0
27,No,Travel Rarely,1469,Research & Development,1,College,Medical,497,Very High,Male,82,High,1,Laboratory Technician,Medium,Divorced,3816,17881,1.0,No Overtime,11,3,Medium,1,5.0,2,High,5,2.0,0.0,4.0
28,No,Travel Rarely,304,Sales,9,Master,Life Sciences,498,Medium,Male,92,High,2,Sales Executive,Very High,Single,5253,20750,1.0,No Overtime,16,3,Very High,0,7.0,1,High,7,5.0,0.0,7.0
49,No,Travel Rarely,1261,Research & Development,7,Bachelor,Other,499,Medium,Male,31,Medium,3,Healthcare Representative,High,Single,10965,12066,8.0,No Overtime,24,4,High,0,26.0,2,High,5,2.0,0.0,0.0
51,No,Travel Rarely,1178,Sales,14,College,Life Sciences,500,High,Female,87,High,2,Sales Executive,Very High,Married,4936,14862,4.0,No Overtime,11,3,High,1,18.0,2,Medium,7,7.0,0.0,7.0
36,No,Travel Rarely,329,Research & Development,2,Bachelor,Life Sciences,501,Very High,Female,96,High,1,Research Scientist,High,Married,2543,11868,4.0,No Overtime,13,3,Medium,1,6.0,3,High,2,2.0,2.0,2.0
34,Yes,No Travel,1362,Sales,19,Bachelor,Marketing,502,Low,Male,67,Very High,2,Sales Executive,Very High,Single,5304,4652,8.0,Overtime,13,3,Medium,0,9.0,3,Medium,5,2.0,0.0,4.0
55,No,Travel Rarely,1311,Research & Development,2,Bachelor,Life Sciences,505,High,Female,97,High,4,Manager,Very High,Single,16581,23258,2.0,Overtime,13,3,High,0,28.5,2,High,5,4.0,1.0,2.0
24,No,Travel Rarely,1371,Sales,10,Master,Marketing,507,Very High,Female,77,High,2,Sales Executive,High,Divorced,4260,5915,1.0,Overtime,12,3,Very High,1,5.0,2,Very High,5,2.0,0.0,3.0
30,No,Travel Rarely,202,Sales,2,Below College,Technical Degree,508,High,Male,72,High,1,Sales Representative,Medium,Married,2476,17434,1.0,No Overtime,18,3,Low,1,1.0,3,High,1,0.0,0.0,0.0
26,Yes,Travel Frequently,575,Research & Development,3,Below College,Technical Degree,510,High,Male,73,High,1,Research Scientist,Low,Single,3102,6582,0.0,No Overtime,22,4,High,0,7.0,2,High,6,4.0,0.0,4.0
22,No,Travel Rarely,253,Research & Development,11,Bachelor,Medical,511,Low,Female,43,High,1,Research Scientist,Medium,Married,2244,24440,1.0,No Overtime,13,3,Very High,1,2.0,1,High,2,1.0,1.0,2.0
36,No,Travel Rarely,164,Sales,2,College,Medical,513,Medium,Male,61,Medium,3,Sales Executive,High,Married,7596,3809,1.0,No Overtime,13,3,Medium,2,10.0,2,High,10,9.0,7.5,0.0
30,Yes,Travel Frequently,464,Research & Development,4,Bachelor,Technical Degree,514,High,Male,40,High,1,Research Scientist,Very High,Single,2285,3427,8.5,Overtime,23,4,High,0,3.0,4,High,1,0.0,0.0,0.0
37,No,Travel Rarely,1107,Research & Development,14,Bachelor,Life Sciences,515,Very High,Female,95,High,1,Laboratory Technician,Low,Divorced,3034,26914,1.0,No Overtime,12,3,High,1,18.0,2,Medium,18,7.0,7.5,14.5
40,No,Travel Rarely,759,Sales,2,College,Marketing,516,Very High,Female,46,High,2,Sales Executive,Medium,Divorced,5715,22553,7.0,No Overtime,12,3,High,2,8.0,5,High,5,4.0,1.0,3.0
42,No,Travel Rarely,201,Research & Development,1,Master,Life Sciences,517,Medium,Female,95,High,1,Laboratory Technician,Low,Divorced,2576,20490,3.0,No Overtime,16,3,Medium,1,8.0,5,High,5,2.0,1.0,2.0
37,No,Travel Rarely,1305,Research & Development,10,Master,Life Sciences,518,High,Male,49,High,2,Manufacturing Director,Medium,Single,4197,21123,2.0,Overtime,12,3,Very High,0,18.0,2,Medium,1,0.0,0.0,1.0
43,No,Travel Rarely,982,Research & Development,12,Bachelor,Life Sciences,520,Low,Male,59,Medium,4,Research Director,Medium,Divorced,14336,4345,1.0,No Overtime,11,3,High,1,25.0,3,High,18,10.0,3.0,9.0
40,No,Travel Rarely,555,Research & Development,2,Bachelor,Medical,521,Medium,Female,78,Medium,2,Laboratory Technician,High,Married,3448,13436,6.0,No Overtime,22,4,Medium,1,20.0,3,High,1,0.0,0.0,0.0
54,No,Travel Rarely,821,Research & Development,5,College,Medical,522,Low,Male,86,High,5,Research Director,Low,Married,16581,8509,4.0,No Overtime,11,3,High,1,24.0,4,Medium,4,2.0,1.0,2.0
34,No,No Travel,1381,Sales,4,Master,Marketing,523,High,Female,72,High,2,Sales Executive,High,Married,6538,12740,8.5,No Overtime,15,3,Low,1,6.0,3,High,3,2.0,1.0,2.0
31,No,Travel Rarely,480,Research & Development,7,College,Medical,524,Medium,Female,31,High,2,Manufacturing Director,Low,Married,4306,4156,1.0,No Overtime,12,3,Medium,1,13.0,5,Low,13,10.0,3.0,12.0
43,No,Travel Frequently,313,Research & Development,21,Bachelor,Medical,525,Very High,Male,61,High,1,Laboratory Technician,Very High,Married,2258,15238,7.0,No Overtime,20,4,Low,1,8.0,1,High,3,2.0,1.0,2.0
43,No,Travel Rarely,1473,Research & Development,8,Master,Other,526,High,Female,74,High,2,Healthcare Representative,High,Divorced,4522,2227,4.0,Overtime,14,3,Very High,0,8.0,3,High,5,2.0,0.0,2.0
25,No,Travel Rarely,891,Sales,4,College,Life Sciences,527,Medium,Female,99,Medium,2,Sales Executive,Very High,Single,4487,12090,1.0,Overtime,11,3,Medium,0,5.0,3,High,5,4.0,1.0,3.0
37,No,No Travel,1063,Research & Development,25,Doctor,Medical,529,Medium,Female,72,High,2,Research Scientist,High,Married,4449,23866,3.0,Overtime,15,3,Low,2,15.0,2,High,13,11.0,7.5,7.0
31,No,Travel Rarely,329,Research & Development,1,College,Life Sciences,530,Very High,Male,98,Medium,1,Laboratory Technician,Low,Married,2218,16193,1.0,No Overtime,12,3,High,1,4.0,3,High,4,2.0,3.0,2.0
39,No,Travel Frequently,1218,Research & Development,1,Below College,Life Sciences,531,Medium,Male,52,High,5,Manager,High,Divorced,16581,8213,1.0,Overtime,14,3,High,1,21.0,3,High,18,8.0,1.0,6.0
56,No,Travel Frequently,906,Sales,6,Bachelor,Life Sciences,532,High,Female,86,Very High,4,Sales Executive,Low,Married,13212,18256,8.5,No Overtime,11,3,Very High,3,28.5,0,Medium,7,7.0,7.0,7.0
30,No,Travel Rarely,1082,Sales,12,Bachelor,Technical Degree,533,Medium,Female,83,High,2,Sales Executive,High,Single,6577,19558,0.0,No Overtime,11,3,Medium,0,6.0,6,High,5,4.0,4.0,4.0
41,No,Travel Rarely,645,Sales,1,Bachelor,Marketing,534,Medium,Male,49,Very High,3,Sales Executive,Low,Married,8392,19566,1.0,No Overtime,16,3,High,1,10.0,2,High,10,7.0,0.0,7.0
28,No,Travel Rarely,1300,Research & Development,17,College,Medical,536,High,Male,79,High,2,Laboratory Technician,Low,Divorced,4558,13535,1.0,No Overtime,12,3,Very High,1,10.0,2,High,10,0.0,1.0,8.0
25,Yes,Travel Rarely,688,Research & Development,3,Bachelor,Medical,538,Low,Male,91,High,1,Laboratory Technician,Low,Married,4031,9396,5.0,No Overtime,13,3,High,1,6.0,5,High,2,2.0,0.0,2.0
52,No,Travel Rarely,319,Research & Development,3,Bachelor,Medical,543,Very High,Male,39,Medium,3,Manufacturing Director,High,Married,7969,19609,2.0,Overtime,14,3,High,0,28.0,4,High,5,4.0,0.0,4.0
45,No,Travel Rarely,192,Research & Development,10,College,Life Sciences,544,Low,Male,69,High,1,Research Scientist,Very High,Married,2654,9655,3.0,No Overtime,21,4,Very High,2,8.0,3,Medium,2,2.0,0.0,2.0
52,No,Travel Rarely,1490,Research & Development,4,College,Life Sciences,546,Very High,Female,30,High,4,Manager,Very High,Married,16555,10310,2.0,No Overtime,13,3,Very High,0,28.5,2,Low,5,2.0,1.0,4.0
42,No,Travel Frequently,532,Research & Development,29,College,Life Sciences,547,Low,Female,92,High,2,Research Scientist,High,Divorced,4556,12932,2.0,No Overtime,11,3,Medium,1,19.0,3,High,5,4.0,0.0,2.0
30,No,Travel Rarely,317,Research & Development,2,Bachelor,Life Sciences,548,High,Female,43,Low,2,Manufacturing Director,Very High,Single,6091,24793,2.0,No Overtime,20,4,High,0,11.0,2,High,5,4.0,0.0,2.0
60,No,Travel Rarely,422,Research & Development,7,Bachelor,Life Sciences,549,Low,Female,41,High,5,Manager,Low,Married,16581,3854,5.0,No Overtime,11,3,Very High,0,28.5,5,Low,18,8.0,7.5,10.0
46,No,Travel Rarely,1485,Research & Development,18,Bachelor,Medical,550,High,Female,87,High,2,Manufacturing Director,High,Divorced,4810,26314,2.0,No Overtime,14,3,High,1,19.0,5,Medium,10,7.0,0.0,8.0
42,No,Travel Frequently,1368,Research & Development,28,Master,Technical Degree,551,Very High,Female,88,Medium,2,Healthcare Representative,Very High,Married,4523,4386,0.0,No Overtime,11,3,Very High,3,7.0,4,Very High,6,5.0,0.0,4.0
24,Yes,Travel Rarely,1448,Sales,1,Below College,Technical Degree,554,Low,Female,62,High,1,Sales Representative,Medium,Single,3202,21972,1.0,Overtime,16,3,Medium,0,6.0,4,High,5,3.0,1.0,4.0
34,Yes,Travel Frequently,296,Sales,6,College,Marketing,555,Very High,Female,33,Low,1,Sales Representative,High,Divorced,2351,12253,0.0,No Overtime,16,3,Very High,1,3.0,3,Medium,2,2.0,1.0,0.0
38,No,Travel Frequently,1490,Research & Development,2,College,Life Sciences,556,Very High,Male,42,High,1,Laboratory Technician,Very High,Married,1702,12106,1.0,Overtime,23,4,High,1,1.0,3,High,1,0.0,0.0,0.0
40,No,Travel Rarely,1398,Sales,2,Master,Life Sciences,558,High,Female,79,High,5,Manager,High,Married,16581,13022,0.0,No Overtime,14,3,Very High,0,21.0,2,High,18,14.5,1.0,12.0
26,No,Travel Rarely,1349,Research & Development,23,Bachelor,Life Sciences,560,Low,Female,90,High,1,Research Scientist,Very High,Divorced,2886,3032,1.0,No Overtime,22,4,Medium,2,3.0,3,Low,3,2.0,0.0,2.0
30,No,No Travel,1400,Research & Development,3,Bachelor,Life Sciences,562,High,Male,53,High,1,Laboratory Technician,Very High,Married,2097,16734,4.0,No Overtime,15,3,High,1,9.0,3,Low,5,3.0,1.0,4.0
29,No,Travel Rarely,986,Research & Development,3,Master,Medical,564,Medium,Male,93,Medium,3,Research Director,High,Married,11935,21526,1.0,No Overtime,18,3,High,0,10.0,2,High,10,2.0,0.0,7.0
29,Yes,Travel Rarely,408,Research & Development,25,Doctor,Technical Degree,565,High,Female,71,Medium,1,Research Scientist,Medium,Married,2546,18300,5.0,No Overtime,16,3,Medium,0,6.0,2,Very High,2,2.0,1.0,1.0
19,Yes,Travel Rarely,489,Human Resources,2,College,Technical Degree,566,Low,Male,52,Medium,1,Human Resources,Very High,Single,2564,18437,1.0,No Overtime,12,3,High,0,1.0,3,Very High,1,0.0,0.0,0.0
30,No,No Travel,1398,Sales,22,Master,Other,567,High,Female,69,High,3,Sales Executive,Low,Married,8412,2890,0.0,No Overtime,11,3,High,0,10.0,3,High,9,8.0,7.0,8.0
57,No,Travel Rarely,210,Sales,29,Bachelor,Marketing,568,Low,Male,56,Medium,4,Manager,Very High,Divorced,14118,22102,3.0,No Overtime,12,3,High,1,28.5,3,Medium,1,0.0,0.0,0.0
50,No,Travel Rarely,1099,Research & Development,29,Master,Life Sciences,569,Medium,Male,88,Medium,4,Manager,High,Married,16581,9314,0.0,No Overtime,15,3,Medium,1,28.0,2,High,18,10.0,7.5,7.0
30,No,No Travel,1116,Research & Development,2,Bachelor,Medical,571,High,Female,49,High,1,Laboratory Technician,Very High,Single,2564,7181,0.0,No Overtime,14,3,High,0,12.0,2,Medium,11,7.0,6.0,7.0
60,No,Travel Frequently,1499,Sales,28,Bachelor,Marketing,573,High,Female,80,Medium,3,Sales Executive,Low,Married,10266,2845,4.0,No Overtime,19,3,Very High,0,22.0,5,Very High,18,13.0,7.5,11.0
47,No,Travel Rarely,983,Research & Development,2,College,Medical,574,Low,Female,65,High,2,Manufacturing Director,Very High,Divorced,5070,7389,5.0,No Overtime,13,3,High,3,20.0,2,High,5,0.0,0.0,4.0
46,No,Travel Rarely,1009,Research & Development,2,Bachelor,Life Sciences,575,Low,Male,51,High,4,Research Director,High,Married,16581,2288,6.0,No Overtime,13,3,High,0,26.0,2,Low,3,2.0,0.0,1.0
35,No,Travel Rarely,144,Research & Development,22,Bachelor,Life Sciences,577,Very High,Male,46,Low,1,Laboratory Technician,High,Single,4230,19225,0.0,No Overtime,15,3,High,0,6.0,2,High,5,4.0,4.0,3.0
54,No,Travel Rarely,548,Research & Development,8,Master,Life Sciences,578,High,Female,42,High,2,Laboratory Technician,High,Single,3780,23428,7.0,No Overtime,11,3,High,0,19.0,3,High,1,0.0,0.0,0.0
34,No,Travel Rarely,1303,Research & Development,2,Master,Life Sciences,579,Very High,Male,62,Medium,1,Research Scientist,High,Divorced,2768,8416,3.0,No Overtime,12,3,High,1,14.0,3,High,7,3.0,5.0,7.0
46,No,Travel Rarely,1125,Sales,10,Bachelor,Marketing,580,High,Female,94,Medium,3,Sales Executive,Very High,Married,9071,11563,2.0,Overtime,19,3,High,1,15.0,3,High,3,2.0,1.0,2.0
31,No,Travel Rarely,1274,Research & Development,9,Below College,Life Sciences,581,High,Male,33,High,3,Manufacturing Director,Medium,Divorced,10648,14394,1.0,No Overtime,25,4,Very High,1,13.0,6,Very High,13,8.0,0.0,8.0
33,Yes,Travel Rarely,1277,Research & Development,15,Below College,Medical,582,Medium,Male,56,High,3,Manager,High,Married,13610,24619,7.0,Overtime,12,3,Very High,0,15.0,2,Very High,7,6.0,7.0,7.0
33,Yes,Travel Rarely,587,Research & Development,10,Below College,Medical,584,Low,Male,38,Low,1,Laboratory Technician,Very High,Divorced,3408,6705,7.0,No Overtime,13,3,Low,3,8.0,2,High,4,3.0,1.0,3.0
30,No,Travel Rarely,413,Sales,7,Below College,Marketing,585,Very High,Male,57,High,1,Sales Representative,Medium,Single,2983,18398,0.0,No Overtime,14,3,Low,0,4.0,3,High,3,2.0,1.0,2.0
35,No,Travel Rarely,1276,Research & Development,16,Bachelor,Life Sciences,586,Very High,Male,72,High,3,Healthcare Representative,High,Married,7632,14295,4.0,Overtime,12,3,High,0,10.0,2,High,8,7.0,0.0,0.0
31,Yes,Travel Frequently,534,Research & Development,20,Bachelor,Life Sciences,587,Low,Male,66,High,3,Healthcare Representative,High,Married,9824,22908,3.0,No Overtime,12,3,Low,0,12.0,2,High,1,0.0,0.0,0.0
34,Yes,Travel Frequently,988,Human Resources,23,Bachelor,Human Resources,590,Medium,Female,43,High,3,Human Resources,Low,Divorced,9950,11533,8.5,Overtime,15,3,High,3,11.0,2,High,3,2.0,0.0,2.0
42,No,Travel Frequently,1474,Research & Development,5,College,Other,591,Medium,Male,97,High,1,Laboratory Technician,High,Married,2093,9260,4.0,No Overtime,17,3,Very High,1,8.0,4,High,2,2.0,2.0,0.0
36,No,No Travel,635,Sales,10,Master,Medical,592,Medium,Male,32,High,3,Sales Executive,Very High,Single,9980,15318,1.0,No Overtime,14,3,Very High,0,10.0,3,Medium,10,3.0,7.5,7.0
22,Yes,Travel Frequently,1368,Research & Development,4,Below College,Technical Degree,593,High,Male,99,Medium,1,Laboratory Technician,High,Single,3894,9129,5.0,No Overtime,16,3,High,0,4.0,3,High,2,2.0,1.0,2.0
48,No,Travel Rarely,163,Sales,2,Doctor,Marketing,595,Medium,Female,37,High,2,Sales Executive,Very High,Married,4051,19658,2.0,No Overtime,14,3,Low,1,14.0,2,High,9,7.0,6.0,7.0
55,No,Travel Rarely,1117,Sales,18,Doctor,Life Sciences,597,Low,Female,83,High,4,Manager,Medium,Single,16581,9873,3.0,No Overtime,23,4,Very High,0,28.5,2,High,10,9.0,7.0,7.0
41,No,No Travel,267,Sales,10,College,Life Sciences,599,Very High,Male,56,High,2,Sales Executive,Very High,Single,6230,13430,7.0,No Overtime,14,3,Very High,0,16.0,3,High,14,3.0,1.0,10.0
35,No,Travel Rarely,619,Sales,1,Bachelor,Marketing,600,Medium,Male,85,High,2,Sales Executive,High,Married,4717,18659,8.5,No Overtime,11,3,High,0,15.0,2,High,11,9.0,6.0,9.0
40,No,Travel Rarely,302,Research & Development,6,Bachelor,Life Sciences,601,Medium,Female,75,High,4,Manufacturing Director,High,Single,13237,20364,7.0,No Overtime,15,3,High,0,22.0,3,High,18,6.0,5.0,13.0
39,No,Travel Frequently,443,Research & Development,8,Below College,Life Sciences,602,High,Female,48,High,1,Laboratory Technician,High,Married,3755,17872,1.0,No Overtime,11,3,Low,1,8.0,3,High,8,3.0,0.0,7.0
31,No,Travel Rarely,828,Sales,2,Below College,Life Sciences,604,Medium,Male,77,High,2,Sales Executive,Very High,Single,6582,8346,4.0,Overtime,13,3,High,0,10.0,2,Very High,6,5.0,0.0,5.0
42,No,Travel Rarely,319,Research & Development,24,Bachelor,Medical,605,Very High,Male,56,High,3,Manufacturing Director,Low,Married,7406,6950,1.0,Overtime,21,4,Very High,1,10.0,5,Medium,10,9.0,5.0,8.0
45,No,Travel Rarely,561,Sales,2,Bachelor,Other,606,Very High,Male,61,High,2,Sales Executive,Medium,Married,4805,16177,0.0,No Overtime,19,3,Medium,1,9.0,3,Very High,8,7.0,3.0,7.0
26,Yes,Travel Frequently,426,Human Resources,17,Master,Life Sciences,608,Medium,Female,58,High,1,Human Resources,High,Divorced,2741,22808,0.0,Overtime,11,3,Medium,1,8.0,2,Medium,7,7.0,1.0,0.0
29,No,Travel Rarely,232,Research & Development,19,Bachelor,Technical Degree,611,Very High,Male,34,High,2,Manufacturing Director,Very High,Divorced,4262,22645,4.0,No Overtime,12,3,Medium,2,8.0,2,Very High,3,2.0,1.0,2.0
33,No,Travel Rarely,922,Research & Development,1,Doctor,Medical,612,Low,Female,95,Very High,4,Research Director,High,Divorced,16184,22578,4.0,No Overtime,19,3,High,1,10.0,2,High,6,1.0,0.0,5.0
31,No,Travel Rarely,688,Sales,7,Bachelor,Life Sciences,613,High,Male,44,Medium,3,Manager,Very High,Divorced,11557,25291,8.5,No Overtime,21,4,High,1,10.0,3,Medium,5,4.0,0.0,1.0
18,Yes,Travel Frequently,1306,Sales,5,Bachelor,Marketing,614,Medium,Male,69,High,1,Sales Representative,Medium,Single,1878,8059,1.0,Overtime,14,3,Very High,0,0.0,3,High,0,0.0,0.0,0.0
40,No,No Travel,1094,Sales,28,Bachelor,Other,615,High,Male,58,Low,3,Sales Executive,Low,Divorced,10932,11373,3.0,No Overtime,15,3,High,1,20.0,2,High,1,0.0,0.0,1.0
41,No,No Travel,509,Research & Development,2,Master,Other,616,Low,Female,62,Medium,2,Healthcare Representative,High,Single,6811,2112,2.0,Overtime,17,3,Low,0,10.0,3,High,8,7.0,0.0,7.0
26,No,Travel Rarely,775,Sales,29,College,Medical,618,Low,Male,45,High,2,Sales Executive,High,Divorced,4306,4267,5.0,No Overtime,12,3,Low,2,8.0,5,High,0,0.0,0.0,0.0
35,No,Travel Rarely,195,Sales,1,Bachelor,Medical,620,Low,Female,80,High,2,Sales Executive,High,Single,4859,6698,1.0,No Overtime,16,3,Very High,0,5.0,3,High,5,4.0,0.0,3.0
34,No,Travel Rarely,258,Sales,21,Master,Life Sciences,621,Very High,Male,74,Very High,2,Sales Executive,Very High,Single,5337,19921,1.0,No Overtime,12,3,Very High,0,10.0,3,High,10,7.0,5.0,7.0
26,Yes,Travel Rarely,471,Research & Development,24,Bachelor,Technical Degree,622,High,Male,66,Low,1,Laboratory Technician,Very High,Single,2340,23213,1.0,Overtime,18,3,Medium,0,1.0,3,Low,1,0.0,0.0,0.0
37,No,Travel Rarely,799,Research & Development,1,Bachelor,Technical Degree,623,Medium,Female,59,High,3,Manufacturing Director,Very High,Single,7491,23848,4.0,No Overtime,17,3,Very High,0,12.0,3,Very High,6,5.0,1.0,2.0
46,No,Travel Frequently,1034,Research & Development,18,Below College,Medical,624,Low,Female,86,High,3,Healthcare Representative,High,Married,10527,8984,5.0,No Overtime,11,3,Very High,0,28.0,3,Medium,2,2.0,1.0,2.0
41,No,Travel Rarely,1276,Sales,2,Doctor,Life Sciences,625,Medium,Female,91,High,4,Manager,Low,Married,16581,5626,7.0,No Overtime,16,3,Medium,1,22.0,2,High,18,14.5,7.5,8.0
37,No,No Travel,142,Sales,9,Master,Medical,626,Low,Male,69,High,3,Sales Executive,Medium,Divorced,8834,24666,1.0,No Overtime,13,3,Very High,1,9.0,6,High,9,5.0,7.0,7.0
52,No,Travel Rarely,956,Research & Development,6,College,Technical Degree,630,Very High,Male,78,High,2,Research Scientist,Low,Divorced,5577,22087,3.0,Overtime,12,3,Medium,2,18.0,3,High,10,9.0,6.0,9.0
32,Yes,No Travel,1474,Sales,11,Master,Other,631,Very High,Male,60,Very High,2,Sales Executive,High,Married,4707,23914,8.0,No Overtime,12,3,Very High,0,6.0,2,High,4,2.0,1.0,2.0
24,No,Travel Frequently,535,Sales,24,Bachelor,Medical,632,Very High,Male,38,High,1,Sales Representative,Very High,Married,2400,5530,0.0,No Overtime,13,3,High,2,3.0,3,High,2,2.0,2.0,1.0
38,No,Travel Rarely,1495,Research & Development,10,Bachelor,Medical,634,High,Female,76,High,2,Healthcare Representative,High,Married,9824,22174,3.0,No Overtime,19,3,High,1,18.0,4,High,1,0.0,0.0,0.0
37,No,Travel Rarely,446,Research & Development,1,Master,Life Sciences,635,Medium,Female,65,High,2,Manufacturing Director,Medium,Married,6447,15701,6.0,No Overtime,12,3,Medium,1,8.0,2,Medium,6,5.0,4.0,3.0
49,No,Travel Rarely,1245,Research & Development,18,Master,Life Sciences,638,Very High,Male,58,Medium,5,Research Director,High,Divorced,16581,2125,1.0,Overtime,17,3,High,1,28.5,5,High,18,9.0,0.0,9.0
24,No,Travel Rarely,691,Research & Development,23,Bachelor,Medical,639,Medium,Male,89,Very High,1,Research Scientist,Very High,Married,2725,21630,1.0,Overtime,11,3,Medium,2,6.0,3,High,6,5.0,1.0,4.0
26,No,Travel Rarely,703,Sales,28,College,Marketing,641,Low,Male,66,High,2,Sales Executive,Medium,Married,6272,7428,1.0,No Overtime,20,4,Very High,2,6.0,5,Very High,5,3.0,1.0,4.0
